text,gender
           The only problem with the Microsoft sites being down is that I can't play  urlLink Bejeweled !            ,male
"           yeah, you are right jax. All those phrases not only mean the same thing but also convey the same meaning. Its only redundant and repeating over and over, again and again without adding much meaning to the meaning...  hee...heee...          ",male
"       I guess I am in some sort of fucking video clip craze today but  urlLink holy shit !!!  I want one.  what about a new twist on the damn thing.  Let's say there's 4 people on a table.  by each player's area on the table there's a little hole where the ball would drop.  The object would be to drop it to their cup per say and it would eliminate them, then it would be 3 people playing against each other.  Imagine taking on 3 people who all teamed up against you and they are all trying to get the ball in your cup and you are able to deflect it to go to another player's cup.  Yeah.  Dude, leave it to me to make it an interesting game.  MAKE IT A DRINKING GAME!  It would have to be a bigger cup and more metal balls on that table.  I dunno, I guess I am just bored.  Anyways, off to setup another wireless home network I go.  Peace out!    ",male
"       who made that aunt comment? i don't make babies for other ppls enjoyment.. only my own.. lol.   anywho. i have nothing to talk about today. i babysat. i got off early so i could get to go over&nbsp;an hour&nbsp;early tomorrow morning woohoo. school starts in a month and that means i get to see Connie in a month.. i'm ready for school tho, i miss my schedule. get up early, go to school, go to work, go home, go to sleep, get up early... yep can't wait. stupid connie.&nbsp; so yeah this is super short tonight.. oh well i doubt anyone is complaining lol.          ",female
"           i have a question about movies. i didn't really like 'lost in translation' or 'american splendor' i've heard really good reviews but they didn't move me or change me or even really entertain me that much.  i have to say my favorite films of last year were in order: 1. return of the king 2. pirates of the carribean 3. terminator 3 and yes, that is kinda embarrassing to admit.  while i enjoy action/adventure films, and i realize that return of the king is more than that, it isn't normally my entire list.  i don't usually even enjoy mass-market films - so my question to anyone with an opinion about this is: why did you like lost in translation?  what was good about bill murray's performance?  -  why did you like american splendor?           ",female
        urlLink    Photo taken in November 2003&nbsp; urlLink            ,male
"           See what are the causes, possible remedies and precautions pertaining OutOfMemoryError....  [Resource-Type: Article, Category: Java/J2SE, Level: All, XRating: 4]         ",male
"            At work and listening to NPR, nothing unusual there. Dick Gordon's show, The Connection, is doing an entire hour on the politics of humanitarian intervention in Sudan. I was wondering when his show would begin to focus on the situation in Darfur and it appears that it has begun. Thank goodness.  On the internet, I usually listen via   urlLink  90.1 WBUR            ",male
                 taking you in like a freight train not a care in this world...             ,male
"           I didn't really plan on going out last night but I ended up at a cocktail party with Dougal's girly and some other peeps. I made a long island iced tea that could have been used to degrease an engine, it was excellent. Baity came around as well and we played a cool drinking game (but not as good as the infamous  'Chicken' .. BUCKAAAAYE!) where you throw a fag packet in turns and have to drink depending on how it lands. An hour later everyone was pretty well plastered, Baity especially, performing his ritual technicolour yawn party piece. I found him passed out on the floor of the bathroom (silly, silly, silly..) and covered the poor sod with a towel and stuck a pillow under his head. I woke up this morning with a red PVC bra stuck to my face, which I seem to remember wearing on my head at some point.  Anyway, splashing it tonight. I'm in the mood for some loud, jumpy jumpy RAWK music. Toodles.          ",male
            urlLink    heehee.&nbsp; urlLink            ,female
"       Let me count the ways... no, seriously--if you'd shut up for a sec, maybe i could focus. damn you people are noisy. ahem.  1. I love drinking in the hot tub, and making out with anyone and everyone who's in there (including the pets..) 2. I have learned how to pee with the door closed....well, sometimes. 3. I have added another log to the 'too distracted to be productive' fire, which was only burning at bonfire level before 4. I have formed deep and meaningful friendships with other campers which will last a lifetime. (well, if you count make out sessions as deep friendships..) 5. I love every minute i've spent in this house...has it been 20 or 22? 6. um, that's it. i just wanted to add another number....  also, i bet none of you are driving to Boise idaho singing along to iron maiden and metallica while surfing the web right now. so there. i guess i deserve an award or something. cuz i'm either a complete nerd or a complete metal head or a complete hick...and that's too many people to fit in one body.....          ",female
       What is your employer's responsability to you?   A few things to think about: Different forms of compensation; morale; safety; information.     ,female
"                 For the last two days, we have had a monsoon cloud cover in Jaipur. Nothing like the ones in Assam or the Western Ghats, still, it has been such a relief from the searing heat and humidity for several days earlier. Don't really know how long it wil persist but prayers, even official, are being sent incessantly. However, agriculture experts believe that the damage has already been done because the showers didn't arrive in time for the sowing season.              ",male
"   When I was in High School, our drama department did a production of the musical Grease.  Our principal was not behind this production at all, as she was a very religious woman and thought that the storyline dealt with immoral issues.  At any rate, our drama head chopped up the script sufficiently enough to appease the principal and it went into production.  Meredith Bailey was in many of my classes and she landed the female lead, which was really strange because she had never had any interest in any of the other performances the school held, and was not in any drama classes.  My friend Brad was going to play drums in the band.  The performance was going to include live music, which I don't think had been done at the school at that point.    I was in the video class, and we filmed the performance on opening night.  At one point during the performance, Meredith was wearing green capri-style pants that looked like they were painted on.  My God, it was every teenage boy's dream.  After the performance, we hung out backstage with Brad and there was an air of importance to the event.  It was as though we had just witnessed a performance at Radio City Music Hall, and not the auditorium at our high school.  It is interesting how when you are younger, things seem so much bigger than they are.   ",male
              King Ghidorah  Isn't this the coolest? I got this for Rich's bday.           ,female
"       Feeling: umm... there's too much emotion rolling through me to allow me to 'feel' anything for a while...  Gwen and I just conversed (how or why... it doesn't matter anymore) and in the course of our brief conversation, she told me a name: Richard. I guessed and got it right; her new boyfriend.  I think it's time to blow the dust off the old stack of emo music and wallow for a while.  'This goes out to the one I love...'  ok, while's up...  *sniff*    ",male
"        On my bus route home from work tonight I spotted six prematurely festive houses. With a good six weeks still to go I think the most accurate way to gauge the growing Christmas mania will be to record the mushrooming of incandescent vulgarity on the streets of Worcester.  The Legionnaire's disease appears to be wearing off. I think it may have simply been a cold after all, even if my cough still sounds like a death-rattle.  It looks like Wigan and Millwall are also interested in buying Darren Huckerby, so he'll probably play against us at some point in the second half of the season and stick a hat-trick past Greeno.    ",male
"       i am the merlin, and these are my predictions  buffalo baltimore green bay new orleans miami pittsburgh st. louis indianapolis washington tampa bay seattle oakland san diego philadelphia minnesota ny giants  never doubt the merlin         ",male
"       Well your worlds have yet to fall apart, because I am currently still employed with adt.  My manager didn't even seem to notice that he had to, again, forward me a little time. Chris, we can go chopping whenever you like, whatever we need to do to make you happy.  Would you like to start forwarding your calls directly to my phone so that I can take messages and tell people that you're in meetings too?  *smiles and winks*         ",male
"       yeah. i see the lack of people. SLACKERS. and technically, mine was just a dream. And i've never dreamed about anything large and beast-like(aka, a monster).  SMACK!!!(to the slackers)  Well, it looks like it's off to the BORE ME TO DEATH - LET'S LISTEN TO IRISH MUSIC - OLD PEOPLE PARTY ... *grimaces* sounds fun.         ",female
"            In other news: Apple launches iTunes for Windows. Visit apple.com for details.   ok, i'll bite - is anyone else in this group planning to buy songs from the apple site rather than just continue to download them for free from the p2p networks?  c'mon, i know all of you have stolen your share of mp3s at this point; why stop now?  the only users getting targetted by the RIAA are the ones sharing out the huge catalogs of songs.  as innovative as this apple thing may appear, i'm hoping it's just a beta test for what's to come; namely: artists over the next few years allowing their contracts with the record companies to run out, and then start selling their music directly to the net from their own sites.  now, *that's* the sort of music i would pay for - my $ would go straight to the band, not some musical megacorp that pushes us to buy overpriced crap product designed to appeal to the lowest common denominator.         ",female
"           In the book the Tracks We Leave: Ethics in Healthcare Management by Frankie Perry, chapter seven addresses the important principle that in order for managers to manage ethically they must direct their staff to work together morally. The author expresses that the manager essentially sets the standard of ethical behavior for his or her organization through many different means. First, the manager’s individual behavior has great influence on the staff. The manager’s actions usually shape the actions of the staff. In addition, the chapter emphasizes that it is the responsibility of the manager to nurture ethical relationships, a cooperative culture, and respectful conduct with in their organization. The author notes that if the above characteristics are established among the staff then the same characteristics will carry over to how the staff deals with customers.  Further, the chapter discusses the importance of teambuilding. The author stresses that mangers must invest time and effort in teambuilding exercises and seminars. Additional, the author touches on other valuable duties of the manager, such as fair performance evaluation processes and ethical firing procedures.          ",female
"       Akani - La Mia Akani - Don To Earth Titonton - Jam Pony     Some fresh cutting edge sounds from Titonton and Akani on this Amalgama sampler that will clean out your ears, wire up your brain and make your feet want to jack with its mixture of broken beats, techno and jazz   urlLink  http://www.goyamusic.com           ",female
"                 whoah, don't send me shit yet. my address is actually   709-79 taewhadong, andong, s. korea.   i sure as hell hope those pants didn't get lost in the shuffle.   as of 7pm thursday night, 75% of all korean kids are spoiled and need a kick in the gennies.                ",male
"           My week has been okay I suppose. I'm meant to see Lora sometime, but I don't know when that is.   So far I have been doing nothing over the holidays since Sunday, when I came back from my Aunts. One thing to look forward to: Bad Lads Army tonight! Best thing ITV have had on all year.   On another positive note, I managed to grab a high score of 27 kills to 11 deaths on CounterStrike, coming in first place - and far ahead of the second to top who had a score of 19 kills to 15 deaths. I'm sure you are all very, very interested in that.   Now i'm off to have lunch and to chase up Apple. They need to replace my eMac monitor due to two mini electron guns going tits up.            ",male
"       I posted some more photos in my photo album. Its from my trip back hom last week to be present at the funeral for my aunt. urlLink Anymoo photos :: r317 :: Holland Hopping   She had passed away during a terrible hiking accident in the southn of spain. They were going to make a 1.5 hr hike up to a mountain hut in good weather, but then the weather turned for the worse and they got lost. some 10 hours later the group minus 2 reached the hut. They had to leave my aunt behind on the mountain side where she passed away due to hypothermia.  So anyway..  my mom arranged for me to be able to go to the funeral where I got to carry the coffin. All in all the ceremony was very good and quite emotional. Afterwards everyone went to a cafe for some coffee and cake and some other drinks.  Since there was a  urlLink Jazz festival  in Enkhuizen, we decided to hang out for a while and listen to some fine jazz music before heading back. The music was good and the beer was cold. All enjoyed with some nice rays of sunshine and a side of 'patat met'.  Eventually we made our way back to the train station and ride the train back to Hoorn.         ",male
"            Off To Germany   Only 9 days till I am off for my one year in germany, and the fact that I am going still hasent hit me. It's a delayed reaction thing, that or it never will hit me. I am having an anime party w/ my friends on friday. OH OH OH I bought some stuff from think geek ^_^ Soam a book and a shirt, the first of many purchases.         ",male
"       Well - I had my job interview last night - it went pretty well.  The pay sounds about right - and the hours would be really good - only 30 a week - I may be able to do without the babysitter for Jacob. I should hear something next week.  We received an email last night from 'C' - with a photo of 'J' attached - he looks so much like Joshua, it is amazing.  Tonight we have an ice-cream social at Jeremiah's school - should be fun, although I am so tired I would love to just go home and sleep - But I don't think i'm going to get more than 5 hours sleep for the next 17 years!         ",female
"           i feel much better this morning.  a night of troubled sleep, alternately freezing and sweating, tells me i was just going through the motions of a little sickness.  having eaten less than 500 calories in the past three days can't be helping.  meds, man.  i dreamt i was breaking or giving away everthing i own in preparation to kill myself in a public presentation.  creepy.  rageful words with my mom.  strange dream.  yes, i had a lot on my mind last night.  a few more pounds lighter here at the end of the week.  back to the gym before i run off with Trevor.  i should eat something.         ",female
"       Haiz... I jus dun noe why i feel so moody this few days. Erm, i also dun noe wat am i thinking about. I jus wanna to have a simple life that all... Jus take or break anything u all wanna to break. i really cant take the life liao. I dun wanna to hurt anyone around mi especially him. Jus dun have the feeling to hang in there and jus wanna to give up. i am the one who cause everything bad in the world to happen... I am jinx to everyone. I cant get into a relationship and i will not let myself hurt anyone.  I really dun have anything to raise my confidence up, i jus feel that everything is all my fault. If i nv be in the world, those thing will not happen. So wat he like mi, i cant give him any happiness. I think i should jus keep quiet and leave myself to settle my emotion. Why mus everyone say i like him, i dun like him. I DUN LIKE HIM. Tat is enough i dun LIke him. I DUN LIKE MEAN I DUN LIKE. Everyone is teasing him, i noe the stress. Summore he still have to concentrate on his studies... I dun wanna to be wif him... happy liao.... I DUN LIKE CHEN YU HENG!!! Sob sob...          ",female
"       Now we're just missing Mouse. BTW, everyone has the Admin. abilties so you can do anything you want to the lay out or help me spell check D's posts :P         ",female
"             I've tried to be creative with my passwords, since it seems like I have a zillion of them.  I have a special secret notebook just for accounts, logins and passwords.  But I forgot one important fact:  I'm a lousy typist.  I had changed my blog passwords to 'LestatBites!', thinking that it would be easy to remember but hard to crack.  Unfortunately, I can't seem to type that sequence of characters unless I can see the words.  After being unable to log into my own account, I had to re-think and change it again.    I've come up with a great way to randomly select a password.  Open a blank word processing file, and just type several comfortable letters with each hand.  Don't look at the screen until you are done.  Next, look at your selections, and see if you can rapidly type the same thing over again without looking at the keyboard.  Bingo - new password.  Unless you are a REALLY cruddy typist and your password is fffjjj.         ",female
"       hmmmm. being sung to over the phone: very very good. emails being read in .rm format: very very good, too.  hmmmmm.  lucky me.         ",female
       It took me some time to get around to reading the whole tribute speech that Bush gave at the Reagan Funeral.  urlLink This is an incredibly touching speech and well worth the time to read.  If anyone can get me an audio link to this email me at Halcyon@givewarachance.info         ,male
"       $45bn - $32bn = dave's christmas bonus, i fancy.         ",male
             This blog seems to be petering out.  Is it safe to presume that the majority of the population has better things to do than diggin their pathetic nose and poking on the loser keyboard to post on an idiot blog?         ,male
       Reading TV Cream reviews of Saturday morning tele prompted me to think of Tommy Boyd for the first time in about 7 years today. So imagine my surprise when I clicked on 'random definition' in Urban Dictionary and was presented with this:   Boyder    A fan of the radio presenter Tommy Boyd and his show 'The Human Zoo.' Boyders are also known to populate #tommyboyd on irc.   Well I never.          ,female
   Today I did not capture the elusive 'Forgotten Puzzle Piece of Indecipherable Sky' during a voyage into the heart of the Mediterraen Sea Food Restaurant.   ,female
   Hey... this is my first Blog.   Let's hope I don't incriminate myself ;-) ,male
       Joah. god I hate you.    ,male
        urlLink    My bassist thomas the man&nbsp; urlLink            ,male
"       So I heard around this time last year about some  urlLink steakhouse  in Manhattan selling hamburgers at 41 bucks a pop.  I thought maybe it was just because the restaurant was some ridiculously ritzy place.  It turns out it is because of the beef being used, which is from a special breed of Japanese  urlLink cattle , and is served in quite a number of other restaurants around the US.  So, to save you the read (though as far as newsletters about cattle go, I'd say this is pretty exciting stuff) these cows are massaged and fed beer throughout their life.  The original reason for this treatment, which by the way sounds like a pretty sweet deal, was due to the limited amount of land resources in Japan.  Not a lot of room for activity so massage keeps the muscles stimulated and not much in way of grains so they are switched to a beer diet during the summer months.  It turns out overcoming one's limitations makes for damn delicious beef.  Now I'm no vegetarian by any stretch of the imagination, but who wants to pay over $40 for a hamburger that was basically gotten drunk and felt up just before it died?    Ok, fine... I do.         ",male
            I suppose you gotta tell 'em its not right to claim other people's work as your own.    urlLink The Chronicle: Daily news: 06/04/2004 -- 04 : 'A British student who has plagiarized throughout his undergraduate career is threatening to sue his university for negligence for failing to inform him that such conduct is against the rules. '         ,male
    urlLink    Princess Eliza&nbsp; urlLink    ,male
"              One done and onto the next one..    &nbsp; Talking to my parents I told them that now that I have bought my car, my next investment will most likely be a house. Heh, they both told me to hold off. Haha,as if I'm going to conquer the world! Mmm, though buying a house sounds cool. Just gotta keep setting your goals a bit higher. Though I wonder if this one is too high? I mean, yah the car, but that's a huge leap to a house! mmmmmmmm but what else could it be though??          ",female
"        My palette's running  A rainy Saturday evening in London town of old misery... I pop into interim art gallery owned by Maureen Paley in Bethnal Green... Little sketches of weeds. The upstairs gallery so overlit by neon I felt radiated. More delicate little weeds. I'd gone to meet someone who did'nt show. A Becks beer and three silk cut ultra later, I head back to my umbrella in the hallway weeping puddles of rain. As I'm leaving Tracy Emin comes thru the door, we exchange glances (we've meet at least 3 x b4) and oh I can't be bothered...I leave, get a bus home...Lit a joint and put on Bowie's  Diamond Dogs ...''Something kind of hit me today...I'm dancing where the dogs decay'.'    ",female
"        i'm at work. it's very quiet, because everybody is on vacation. so now and then i stroll on the internet. where i did the jedi test.      urlLink   :: how jedi are you? ::  ",female
        urlLink This  is really cool. A interview of Noam Chomsky done by Tom Morello of rage against the machine and audio slave fame.    ,male
"           I'm a pretty big Simpson's fan and watch the show pretty often. I usually have about 5 episodes stored on my DVR that I pick from daily.  If you think about it, most cartoons will 'reset' each episode. Someone dies, they come back the next time, much like Itchy and Scratchy. However, the Simpson's have events that don't reset. And there are some items that are even carried through and recognized in other episodes. You never hear Fred Flintstone talking about how his car broke down in a previous episode.  Below are some sticking events that I can come up with.  Flander's wife Maud stayed dead. Milhouse's parent's stayed seperated. Homer remembers every job he's ever had. Homer refuses to admit he ever had a snow plowing job, which he did. Marge retained the elephant and some of the props used for Apu's wedding.  Anyhoo, there are only about a million examples...these are just what I can come up with on my way out the door for some dinner.  Let's just hope it's true, 'Never fear, we've got stories for years'.           ",male
"           Hmmm... The work i was doing last night, I have now found out did NOT have to be finished, so now I am majorly pissed off.. I have now got 4 fucking pieces of fucking coursework to be finished by the end of next week. So I probably won't be talking much on msn. Today was crap, I want the summer holidays to come!  And I wish them bloody kids would stop setting the fire alarm off.         ",male
           omg guess what!!  i got my midterm2 back from my ee126 (probability and random processes) and ..ok to set it up..the mean was a 46...and i got an 83!!!!  YOWZA! :)  it was in such a good mood that my just failing my second ee141 midterm hasnt hit me yet.  tonight i have to study for my ee126 midterm1 retake that im taking tomorrow night!  i have hope!! :)  new smallville on tonight too..  hm what else needs to get done- ah yes- 2 lab quizzes due tomorrow in lab- im meeting haleh at 8am tomorrow morning...and then thursday i have 2 ee143 homework sets due... it never ends...  but at least at the moment im not sad! :)           ,female
"       THE BEST NEWS EVER!!! I am SERIOUSLY thinking about coming down to H-Town soon!! not kidding here. When will everyone (or most everyone) be there??  I was thinking of coming down June 1st or so, after Memorial Day...  In like, 10 DAYS!! Lemme know if this is a good time or not. I'm getting excited. Dena/Shawna, I'm assuming I can crash with you guys... if not, Betsy said she'd give me some carpet space at her place in return for a couple of sexual favors on my part for luckythelesbo...  right Betsy?!! :)  I'm not sure yet if i'm flying or driving... but i'll keep you posted. get excited, y'all...  BFFFF-HOLLA-BLOGGA-GET-TOGETHA-2004!!   -h         ",female
"             i am sorry, i don't want to fight with anyone anymore, can please just make it better?  NEW BLOG!!!! NICK CARTER!!!!      - urlLink Nat-a-lee  giggled about a boy at 7:59 PM var w107837276869302092=escape('');   urlLink  Girly Giggles [   .]             Stand up, stretch, go pee and remember that I LOVE YOU!               ",female
"           im back in singapore and i've already started school...fast huh? acs is kinda cool, but the guys here are so mischievious and so into sports...somehow the guys back in ahs seem ok...mebe not...some are so gentle and others are so notorious...but im outta ahs already...wonder if they miss me already... i hope to have fun in acs, and i really hope i can cope with my ccas...so many things to do man...still need to move in on sunday and practise my instruments in the boarding sch...lachay siahzz.... well...the only thing i can do now is to have faith in Christ.... 'til next time, blog...         ",male
"       i would never want to hurt you, and those were not the words i'd intended to use!          ",female
             Really it's not that I don't love him.  I just can't deal with him anymore.. So I'm still gonna have him as my salesman for you up north people.  Carl's in my head so far that my strongest walls are crumbling very fast.  I see so many other people I know in him.  He's an old soul.  For the first time Igot a piece of his tonight.  At it's really a great feeling.         ,female
"       Today was an ordinary day . . . I was off from Wal-Mart and didn't really have anything to do.  There's no food in my house, and it was kind of an adventure trying to find something to eat.  I'm really feeling too lazy to go to the grocery store.  I've been searching for Gmail invites and Orkut invites, but so far to no avail.  Gmail Swap has proven to be a bust as well.  Will has actually done more today than me.  He had some stuff to turn in for classes and wasn't gone long.  On days like today, we both feel like a waste of humanity, but it's nice to not have to do something every day of the week.  Sometimes, it's better just to sit around and have a lazy day playing with the dog.  Jen    ",female
"       Hummm hummm hummmm chicken. I'm sitting in Maths  meant  to be doing Mathsy Work. Chellsy is searching her name on Google, and Sumbal is searching my name, and coming up with horses. Thanks. But, she is searching my  real  name, as Jimzy didn't have any results.  Sniff sniff.  Pelin is exclaiming her suprise about Chellsy's obessions of Smelly Desmonds. Oo....Sim has found pictures of MPF, and lots of little froggies, I like froggies I do. She's found a new bacground for our website, when she sends it to me, I'll put is as the homepage possibly??? Her arm hurts, as she had an injection yesterday. I managed to dodge it, as I forgot my slip to permissionize it. (?) I can't hit her anymore without feeling the slightest bit guilty. I don't abuse her or anything, I just playfully hit her as a sign of........... ummmm..... Froggyness.         ",female
       I'm dead. o_O;  AHHHHHHHHHHH! I'm drawing on my tablet. Go me. I dunno if I can go to the trip. (Wow. What a surprise.) My dad is planning on coming up this weekend or something. Blah.          ,female
"               The latest dumb thing being sold on tv today... the 'Smart Scissors.'  If you haven't seen it, it's not that bad an idea.  It's this machine that cuts through fabric like butter.  Would probably be pretty handy for people who sew.  But the commercial is so stupid.  First, it shows how easy it is to cut a piece of paper.  Now, I don't do a lot of arts and crafts, but I'm pretty sure paper cuts fairly easily.  Then, they act like you might kill yourself if you use a pair of real scissors.  It shows this woman reacting like she just cut her hand, and then shows a pair of scissors POPPING A BALLOON!  My god, somebody better call the government.  How can they be allowed to sell such a dangerous product?  Why do these commercials always have to be made to insult or intelligence?  And why is it if you order now, you always get 2 of whatever you ordered?  Do you really need 2 sets of these things?  Maybe if you're running a tailoring shop.          ",male
"       Tomrrow Me and Katie are suppose to meet with paul, johnny and 2 random girls they know at wonderland :S. I think its going to be just a bit werid since every1 thinks paul is an idiot when me and katie both think johnny is hot lol. Watch it be like a soap opera! haha Mayb it wont be so bad johnny is a funny kid and katie gets along with every1. I just go with the flow. Well I hope this works out since i been just bitchin at paul the last few days cuz he was being stupid lol and i havnt talked to johnny in a while. Jeeez i got to stop thinkin so much...     ",female
       'The  urlLink liberty  we prize is not America's gift to the world; it is God's gift to humanity.' -George W. Bush  My condolences to the friends and family of the many people of Iraq and soldiers who lost their lives today due to the terrorist activities attempting to impede freedom.    Terrorists are not martyrs.  These people are.           ,female
"        urlLink This article in Pravda  by  urlLink Vasily Bubnov  ( urlLink original in Russian ) comments on the waning power of Yasser Arafat, not in the least by the latest Egyptian moves. I just wonder what will happen with Fatah, the powerbase of Arafat. Egyptian competition vis-à-vis Syria about the control of Fatah ? There seems to be a consolidation of the Palestinian factions ongoing under Hezbollah and its sponsors Syria and Iran which could be countered with Mubarak...   Addtional articles :  urlLink Profiles in Terror  |  urlLink Middle East Intelligence Bulletin  |  urlLink National Review Online  |  urlLink Jerusalem Post            ",male
"       Well here I am again. Leaving on a jet plane to places unknown.  I'm off to start my new job and I guess life in Tenerife.  As usual with my jearneys, I start my first entry to this new log from a bar with a nice cold Bodingtons beers in my hand.  I'm feeling quite elated right now. I love the start of new adventures.  I've been most lucky too having had my baggage exess charge waivered due to owning a laptop. Crazy I know. May no traveller be without one.  I'll explain more when I get longer to write.  I'm as always sad to say good by to my family and friends. Mum, Luke, Eric, Abby and Simon came to wave me off. Mum cried, Luke sucked it in, Eric was a rock and Abby just went 'Eww - Meow'I'm not sure how I went. I don't quite think the realisation of what I'm doing has sunken in yet. It's all been very quick in the makingand I still think I'm not totally aware of what is going on.  I will leave this log for the moment as I need to finish my beer and check up on my flight details.  Adios my friends.  Jay.          ",male
"           okay, i have just figured out how to use this - so it looks fine - the new template makes me cry.  boo hoo.         ",female
"                  Nothing Exciting  I was thinking - why do I have this instinctual need to smile at people in my company as they pass by? It's a girl thing, right - we are socialized to look friendly and non-threatening. My April resolution is to stop doing it. We'll see how that goes.  In other news, I'm putting my shopping freeze on freeze as I've decided to get my very own IPod (with my tax return money). The toughest part is figuring out what to engrave on it.  Talked to grammy a few seconds ago. She's having her annual Passover dinner next week and wanted to make sure I can make it. I asked how she was feeling. She said she was getting ready for death, but now that my brother got into a good school, she's collected strength and has made a decision to live a bit longer. She asked me if I have a boyfriend and if he treats me well. The last thing she said was that I should trade time spent with friends for some ambition and drive. Oh, granny granny, how much I love you and how you drive me crazy.  Tonight Batty and I are checking out Nellie McKay at the Independent. She seems cooky and original. Should be an interesting show.               ",female
"         urlLink    Alright, so I can't resist posting my picture for my stupid Blogger  urlLink profile. Hopefully it's murky enough that people who know me will have a hard time identifying, but clear enough to give everyone an idea of the face in front of the brain.               ",female
"               urlLink Get a Swass Report Coffee Mug !   I designed a swass coffee mug.  It's got a picture of an old dude on it enjoying his coffee, and under the picture it says 'Old People Love Coffee.'  Old people do love coffee.  You don't have to love coffee to get this mug though.  You could put all sorts of different things in it, like booze. Here's a discussion you'd probably have if you put booze in it.   Some dude:   Hey, sweet mug.  You:   Thanks.  Some dude :  Old people  do  like coffee.  You:   Yeah, Old people like coffee...BUT I LIKE BOOZE! (you chug the entire mug)  Some dude:   You rock at drinking booze like old folks rock at drinking coffee and breaking their hips!  Will you be my friend?  You:   Maybe for five dollars, or more booze.  Some dude:   Rad. (he runs off to get you money or booze.)  I can't promise that this will happen if you buy a mug, but I can promise that it won't happen if you don't. Think about it.         ",male
"   The best friend I refer to here in the second posting - former female best friend - is the mother of my fiance...The other best friend i refer to in the Long Days of Silence is someone without whom I would not have gotten through some very hard times of my life if he wasn't there to listen to me whine, make me laugh and sometimes give me a perspective on things I may not have seen otherwise...So, I raise a glass to you my friend...May you always choose the road on which you were meant to be. ",female
"              Insanity is in the eye of the beholder   Gede! Darling!  Oh, we miss you so very much but today I think I get the title of Person Who Misses Gede The Most. But 'WHY?', I hear you ask! Well, I'm sitting in exactly the same spot that I was this time last week with the same perplexed expression on my face trying to figure  urlLink this shit  out and this time you're not going to walk in the door and save me. ARGH!  In other news Kaia and I made  urlLink Jamie Oliver 's yummo Custard Tarts last night and we both have colds so poor James is not only surrounded by estrogen but snotty tissues as well. Heh, bet you don't miss us so much now!  Hope Glasgow is treating you well sweetheart.   Till next time, Caz xxx          ",male
           something's wrong with my ym. i'm worried...         ,female
"                 i was on leave last week, which was nice, this was my first week back and although the week didnt take long to end its not been a very good one, with my bad smear result and an arse of a manager i had had enough!  Trust me to pick this week to cut down on my alcohol intake, good thinking batman! Any hoos, i came to the conclusion that if you just don't worry about it, it hardly exsists!  So thats what im going to do!  Don' worry be happy!               ",female
"                 Today at 12noon, I had a computer problem. I restarted the computer after a Windows Update and Anti Virus Definations upgrade.. and boom... blue screen of death.   I managed to capture the moment.. from the problem, right through to the solution. I've made a 7 part video for all you faithful piptech.org visitors to download. The movies require at least QuickTime 5.0 to view. Quicktime is available from  urlLink Apple Computer's website   Video 1: Problem definition - Uh-oh.. BSOD (blue screen of death)  urlLink Click here to download   Video 2: Hence, I took out my 'original copy of Windows XP' ;) And booted the computer from CD  urlLink Click here to download   Video 3: Waiting for my computer to startup.  urlLink Click here to download   Video 4: After the In CD program initialises, BSOD!  urlLink Click here to download   Video 5: Booted in Safe Mode (try and see)  urlLink Click here to download   Video 6: After deleting the InCD program.. I restarted.  urlLink Click here to download   Video 7: With my fingers crossed, and my breathe held...  urlLink Click here to download         ",male
"       In more personal news nothing much is happening I've just finished catching up with my school work, and I am about to 'A Clash of Kings' the second book in the song of fire and ice series. I've been thinking of checking out the new documentery  urlLink Outfoxed  I hear it is supposed to be pretty good.      ",male
"             I just kind of noticed last night that I don't update my links at all. Originally I was gonna update stuff all the time, but life gets in the way.  So now you have my solemn vow to update more often.  Like twice or something.         ",male
"        That was Steven Brill All Over   originally published November 22, 2003:  From  James Cramer's  autobiographical  Confessions of a Street Addict , on mini mogul  Steven Brill :  '(Brill) never did know when to quit, though, and could not bear to lose at anything. At the firm's summer outing at Brill's Westchester mansion, he divided us into teams, placing us in his pool, and insisted we play a  vicious game of water polo  where dunking was encouraged and expected. He relished the contact, being a head taller than just about anyone else on the opposing squad, including me.  Just as I was about to score what would have been the tying goal for my team,  Brill sank his teeth into my throwing arm , spouting blood into the clear water in a steady stream. As everyone looked on in horror,  I could only laugh . That was Steve all over.'   The Corsair  is currently in the fetal position, knees touching his pronounced cheekbones, rocking himself back and forth, mumbling over and over again, 'the New York media will be the end of me...'           ",male
"           Song- You spin me right round baby(like a record) Year-1984.  Band- Dead or Alive. This song totally spins me round. What amazing lyrics, who can think of an analogy of a girl spinning you around 'like a record', its just pure thrill. And as if the lyrics are ordinary, its backed by excellent dance music making it one of the hottest dance tracks around.   Well I...I set my sights on you (and no one else will do) And I, I've got to have my way now, baby (and no one else will do) And I, I've got to have my way now, baby All I know is that to me You look like you're havin' fun Open up your lovin' arms Watch out, here I come   awesome stuff. Sometimes these retropicks make an amazing listen. If you are in India, I will suggest get this song from Kazaa. If you are in US, better not try that and U of M, don't even think about. RIAA has already busted three students here.   My credit cards have been lying around of late, gathering dust. I can't even remember the last item for personal use that I shopped for. No clothes, nothing for the past two months. Eeeks, thats pretty scary. On a logical note: I need to get more hangers before I get more clothes.            ",male
