text,author
"He felt it was highly necessary to get the ponderous thing home and begin deciphering it, and bore it out of the shop with such precipitate haste that the old Jew chuckled disturbingly behind him.",1
"We subject the unlooked for and unimagined, to the mathematical formulae of the schools.",0
"There had been a gorgeous sunset, and now the moon came up, nearly full and shedding a silver flood over the plain, the distant mountainside, and the curious low mounds that rose here and there.",1
"In the morning Randolph was up early, and would have run off to the upper timber lot if Uncle Chris had not caught him and forced him into his chair by the breakfast table.",1
Why is it folly to suppose that the murder was committed within five minutes after the girl's quitting her mother's house?,0
"Then the lids opened, shewing eyes which were grey, calm, and alive, but still unintelligent and not even curious.",1
"It was not till one of them died that he perceived their danger; one by one they were carried off by pestilence; and his wife, his helpmate and supporter, more necessary to him than his own limbs and frame, which had hardly been taught the lesson of self preservation, the kind companion whose voice always spoke peace to him, closed her eyes in death.",2
"With sunken cheek and hollow eyes, pale and gaunt, how could I recognize the beloved of Perdita?",2
"It was my last link with a chapter of life forever closed, and I valued it highly.",1
"Sheehan's is the acknowledged centre to Chicago's subterranean traffic in liquor and narcotics, and as such has a certain dignity which extends even to the unkempt attachés of the place; but there was until lately one who lay outside the pale of that dignity one who shared the squalor and filth, but not the importance, of Sheehan's.",1
"The church was scarce lighted by all the lanthorns that had entered it, for most of the throng had already vanished.",1
"Frost would blunt the arrows of pestilence, and enchain the furious elements; and the land would in spring throw off her garment of snow, released from her menace of destruction.",2
In his wisdom is no stamen.,0
"It had caved in like an egg shell, and amongst the ruins nothing living or dead could be discovered.",1
"Stopping short, I clasped my hands, and with the fervour of a new proselyte, cried, ""Doubt me not, Adrian, I also will become wise and good"" and then quite overcome, I wept aloud.",2
"He had grown as large as a child of four, and was a fluent and incredibly intelligent talker.",1
At any rate he kicked and squirmed frantically and automatically whilst his consciousness was almost eclipsed in a half swoon.,1
"I pitied him from the bottom of my heart but could not, for that reason, quite forgive his incommunicativeness in the matter of the ""Last Supper.""",0
I instantly wrote to Geneva; nearly two months have elapsed since the departure of my letter.,2
"For the will of man is omnipotent, blunting the arrows of death, soothing the bed of disease, and wiping away the tears of agony.",2
I surveyed their characteristics.,0
I felt as if I were placed under a ban as if I had no right to claim their sympathies as if never more might I enjoy companionship with them.,2
Many of the foreigners were utterly destitute; and their increasing numbers at length forbade a recourse to the usual modes of relief.,2
"Preliminaries being at length arranged, my acquaintance delivered me the respiration; for which having carefully examined it I gave him afterward a receipt.",0
"It's all the same now, for he's gone back into the fabulous darkness he loved to haunt.",1
"In a word, the powers of mind more particularly exercised were, with me, as I have said before, the attentive, and are, with the day dreamer, the speculative.",0
"Plague shall not find us a ready prey; we will dispute every inch of ground; and, by methodical and inflexible laws, pile invincible barriers to the progress of our foe.",2
"I said to myself, with all the ardour of a sculptor, that this man was a faun's statue out of antique Hellas, dug from a temple's ruins and brought somehow to life in our stifling age only to feel the chill and pressure of devastating years.",1
"The boxed object was delivered at Jermyn House on the afternoon of August , , being conveyed immediately to the large chamber which housed the collection of African specimens as arranged by Sir Robert and Arthur.",1
After a long pause of reflection I concluded that the justice due both to him and my fellow creatures demanded of me that I should comply with his request.,2
In the privacy of his bureau he reclined languidly on that ottoman for which he sacrificed his loyalty in outbidding his king the notorious ottoman of Cadet.,0
"He stopped in his tracks then, flailing his arms wildly in the air, began to stagger backward.",1
"She thought of the treasure she possessed in the affections of her lord; of his accomplishments, surpassing those of his contemporaries, his genius, his devotion to her.",2
"He was induced to look with extreme disapprobation, and at last with distaste, on my father's imprudence and follies.",2
"It had been my design, originally, to wait for the physicians; but I was induced to proceed, first, by the urgent entreaties of M. Valdemar, and secondly, by my conviction that I had not a moment to lose, as he was evidently sinking fast.",0
"And, furthermore, it is exceedingly improbable that any villains who had committed such a murder as is here supposed, would have thrown the body in without weight to sink it, when such a precaution could have so easily been taken.""",0
"Like a refreshing shower on an arid soil they revived me, and although I still kept their cause secret he led me to pour forth my bitter complaints and to clothe my woe in words of gall and fire.",2
Wilson's retaliations in kind were many; and there was one form of his practical wit that disturbed me beyond measure.,0
"The flutes piped horribly, and again I heard the beating of the drums from the direction of the island ruin.",1
"Besides, I wish at once to tell you my wishes and expectations, and then never again to revert to so painful a subject.",2
My abhorrence of this fiend cannot be conceived.,2
"He notes every variation of face as the play progresses, gathering a fund of thought from the differences in the expression of certainty, of surprise, of triumph, or of chagrin.",0
"""Are you better now, sir?"" said she.",2
In his heart he wished for nothing more ardently than our union.,0
The patient's extremities were of an icy coldness.,0
"Even the Providence Art Club, anxious to preserve its conservatism, had found him quite hopeless.",1
"As he went on I felt as if my soul were grappling with a palpable enemy; one by one the various keys were touched which formed the mechanism of my being; chord after chord was sounded, and soon my mind was filled with one thought, one conception, one purpose.",2
"Morning dawned before I arrived at the village of Chamounix; I took no rest, but returned immediately to Geneva.",2
"The next night, without daring to ask for the rudder, he removes it.",0
"I carried pistols and a dagger constantly about me and was ever on the watch to prevent artifice, and by these means gained a greater degree of tranquillity.",2
"And the over conscientious finder takes the fifty with marked reluctance, and throws the gentleman the book, as desired, while the steamboat fumes and fizzes on her way.",0
"Several times he had actually obtained signs of life in animals supposedly dead; in many cases violent signs; but he soon saw that the perfection of this process, if indeed possible, would necessarily involve a lifetime of research.",1
"They have three cornered cocked hats, purple waistcoats reaching down to their thighs, buckskin knee breeches, red stockings, heavy shoes with big silver buckles, long surtout coats with large buttons of mother of pearl.",0
"Believe me, I was then less fitted for any communion with my fellow creatures than before.",2
Men lived; and died individually.,0
I thought the staircase would never have an end.,0
"The knowledge that I am here, rises with me in the morning, and enables me to endure the light; it is mingled with my food, which else were poison; it walks, it sleeps with me, for ever it accompanies me.",2
After a time the man left me alone in the attic room.,1
"It is palpably a part of the valley wall, though how the vast interior was ever excavated I cannot imagine.",1
"It is known, also, that it still remains in his possession.""",0
She amused us all very much.,0
"The balloon for such no doubt it was had now descended to within a hundred feet of the earth, allowing the crowd below a sufficiently distinct view of the person of its occupant.",0
"I then moved forward, and a murmuring sound arose from the crowd as they followed and surrounded me, when an ill looking man approaching tapped me on the shoulder and said, ""Come, sir, you must follow me to Mr. Kirwin's to give an account of yourself.""",2
"He had not dared to peer, he told Mazurewicz, after he had glimpsed that light through the cracks around the door.",1
I obtained from my father a respite of some weeks.,2
"And thus, too, it happened, perhaps, that before the last echoes of the last chime had utterly sunk into silence, there were many individuals in the crowd who had found leisure to become aware of the presence of a masked figure which had arrested the attention of no single individual before.",0
"I felt as if, from the order of the systematic world, I had plunged into chaos, obscure, contrary, unintelligible.",2
"""I now arose hurriedly, and in a state of fearful agitation for the fancy that I dreamed would serve me no longer.",0
"To a mind constituted like my own, the latter consideration is an evil.",0
Often with maternal affection she had figured their merits and talents exerted on life's wide stage.,2
"But, come, this splenetic fit is already passed; resume your functions; your partizans will hail you; your enemies be silenced; our love, honour, and duty will again be manifested towards you.",2
"It is merely a very long rope which is suffered to trail from the car, and the effect of which is to prevent the balloon from changing its level in any material degree.",0
"They fly quickly over the snow in their sledges; the motion is pleasant, and, in my opinion, far more agreeable than that of an English stagecoach.",2
"God, with all the powers attributed to spirit, is but the perfection of matter.",0
"He was a penny a liner, and a buffoon.",0
"Immediately beneath me in the ocean, lay a small black object, slightly oblong in shape, seemingly about the size, and in every way bearing a great resemblance to one of those childish toys called a domino.",0
"We had birds, gold fish, a fine dog, rabbits, a small monkey, and a cat.",0
"This done, he opens the doors No. and No. , the folding doors and displays the interior of the main compartment.",0
"A fourth could only suppose it the Yankee's design to X press, in a general way, his X asperation.",0
We peer into the abyss we grow sick and dizzy.,0
"By the second day of the search the affair was fully treated by the newspapers, whose reporters overran Tempest Mountain.",1
"The shadow I had seen, I hardly dared to analyse or identify.",1
We can only account for its absence by supposing the murderer to have neglected the precaution of supplying himself with it before pushing off.,0
"Her mother ended with a look of contempt and covert triumph, which for a moment awakened the suspicions of Idris.",2
"These are important questions utterly untouched by the evidence; and there are others of equal moment, which have met with no attention.",0
"Reference to this object, the doctor added, was invariably a prelude to the young man's subsidence into lethargy.",1
"The really inexplicable thing was the way in which the victims ignorant people, for the ill smelling and widely shunned house could now be rented to no others would babble maledictions in French, a language they could not possibly have studied to any extent.",1
"It was plain that Manton knew more than I, but he told nothing to the puzzled and interested physicians till he had learned what our injuries were.",1
"Dr. Barnard, who had been watching the patient, thought he noticed in the pale blue eyes a certain gleam of peculiar quality; and in the flaccid lips an all but imperceptible tightening, as if of intelligent determination.",1
"Past, present, future, all are one in Yog Sothoth.",1
"""Never mind the sky, but attend to what I say.",0
"Had I been able to meet with it, at the moment, there could have been no doubt of its fate; but it appeared that the crafty animal had been alarmed at the violence of my previous anger, and forebore to present itself in my present mood.",0
"""The description of the digits,"" said I, as I made an end of reading, ""is in exact accordance with this drawing.",0
"The fire of madness died from his eyes, and in dull wonder he looked at his questioners and asked why he was bound.",1
They shrank alarmedly back; many sought the well.,0
"Let us converse of familiar things, in the old familiar language of the world which has so fearfully perished.",0
"I have a friend who loves me as his life, and in whose breast I should infix a mortal sting if I ungratefully left him.",2
"We don't know what it is, but we suspect it has something to do with what he did.",1
"He must have been astonished at our conclave, disturbed by it I should have thought; but nothing of this appeared; he saluted my companions, and addressed me with a cordial greeting.",2
"What the police did extract, came mainly from an immensely aged mestizo named Castro, who claimed to have sailed to strange ports and talked with undying leaders of the cult in the mountains of China.",1
"I was very ill for a long time, and when I recovered from the immediate danger of fever, every symptom of a rapid consumption declared itself.",2
Sleep came not near my couch while the hours waned and waned away.,0
"Once inside one of the decrepit brick structures I would have to reckon with pursuit; but I hoped to descend and dodge in and out of yawning doorways along the shadowed courtyard, eventually getting to Washington Street and slipping out of town toward the south.",1
"This was all, together with the picture of the hellish image; but what a train of ideas it started in my mind Here were new treasuries of data on the Cthulhu Cult, and evidence that it had strange interests at sea as well as on land.",1
"""Ha ha ha why, Simpson, you have an astonishing tact at making discoveries original ones, I mean.""",0
"It was from my own Elizabeth: ""My dearest Cousin, ""You have been ill, very ill, and even the constant letters of dear kind Henry are not sufficient to reassure me on your account.",2
"And herein lies, really, the assumption of which I complain.",0
He would scorn to employ those of another.,0
"""You may easily believe,"" said he, ""how great was the difficulty to persuade my father that all necessary knowledge was not comprised in the noble art of book keeping; and, indeed, I believe I left him incredulous to the last, for his constant answer to my unwearied entreaties was the same as that of the Dutch schoolmaster in The Vicar of Wakefield: 'I have ten thousand florins a year without Greek, I eat heartily without Greek.'",2
"I was now shaking with a deadly fear, and the bearded man almost had to hold me up as he walked me across the room to the mirror, the faint lamp i.e., that formerly on the table, not the still fainter lantern he had brought in his free hand.",1
In Washington Street there was a row of four or five in excellent repair and with finely tended lawns and gardens.,1
"When I saw this lore, I knew that it touched on the scenes I had haunted, and I therefore read long in the yellowed papyrus.",1
I always required the stimulants of companionship and applause.,2
"She became excessively intimate with most of the ladies; and, to my profound astonishment, evinced no equivocal disposition to coquet with the men.",0
"Rome and Ravenna are rivals for the honour of his birth, though it is certain that he received his rhetorical and philosophical training in the schools of Athens the extent of whose suppression by Theodosius a century before is grossly exaggerated by the superficial.",1
The whole circuit of its walls did not exceed twenty five yards.,0
"The latter examined it carefully and deposited it in his pocket book; then, unlocking an escritoire, took thence a letter and gave it to the Prefect.",0
For example: very early in the morning I had to make up my packet of sham letters.,0
"From the dim regions beyond the mountains at the upper end of our encircled domain, there crept out a narrow and deep river, brighter than all save the eyes of Eleonora; and, winding stealthily about in mazy courses, it passed away, at length, through a shadowy gorge, among hills still dimmer than those whence it had issued.",0
"Wildly excited with wine, the unexpected interruption rather delighted than surprised me.",0
"The Knight's Head had been his headquarters, and when he was confined he expressed some vague gratitude as if for protection.",1
"As the trial had proceeded, her countenance had altered.",2
"I am not like one of these; they influenced millions: but if I can influence but a hundred, but ten, but one solitary individual, so as in any way to lead him from ill to good, that will be a joy to repay me for all my sufferings, though they were a million times multiplied; and that hope will support me to bear them.",2
So you are busy delving into the shady past of that insufferable young Asiatic Varius Avitus Bassianus?,1
"The change of scene operated to a great degree as I expected; after a year's absence, Perdita returned in gentler and more docile mood to Windsor.",2
"I paused again, and this time I made bold to seize Fortunato by an arm above the elbow.",0
"Parliament was divided by three factions, aristocrats, democrats, and royalists.",2
"Then one night the red and fattened Romnod snorted heavily amidst the poppied silks of his banquet couch and died writhing, whilst Iranon, pale and slender, sang to himself in a far corner.",1
I sickened as I read.,2
"I quickly collected some branches, but they were wet and would not burn.",2
"Barzai the Wise they never found, nor could the holy priest Atal ever be persuaded to pray for his soul's repose.",1
"You men know that those Whateleys were wizards well, this thing is a thing of wizardry, and must be put down by the same means.",1
Nobody but my enemies ever calls me Suky Snobbs.,0
"""I remember the twilight, the moon, and soft songs, and the window where I was rocked to sleep.",1
"It was this deficiency, I considered, while running over in thought the perfect keeping of the character of the premises with the accredited character of the people, and while speculating upon the possible influence which the one, in the long lapse of centuries, might have exercised upon the other it was this deficiency, perhaps, of collateral issue, and the consequent undeviating transmission, from sire to son, of the patrimony with the name, which had, at length, so identified the two as to merge the original title of the estate in the quaint and equivocal appellation of the ""House of Usher"" an appellation which seemed to include, in the minds of the peasantry who used it, both the family and the family mansion.",0
"He licked the nose of the bottle and slipped it into his pocket, then beginning to nod and whisper softly to himself.",1
There only remained a resolution to return to my ancient studies and to devote myself to a science for which I believed myself to possess a natural talent.,2
"His cue, which was to perfect an imitation of myself, lay both in words and in actions; and most admirably did he play his part.",0
"Felix and Agatha spent more time in amusement and conversation, and were assisted in their labours by servants.",2
"I saw the attic laboratory, the electrical machine, and the unsightly form of Tillinghast opposite me; but of all the space unoccupied by familiar material objects not one particle was vacant.",1
"As before, he dreamed first of the village that was asleep or dead, and of the abyss down which one must float silently; then the rift appeared again, and he beheld the glittering minarets of the city, and saw the graceful galleys riding at anchor in the blue harbour, and watched the gingko trees of Mount Aran swaying in the sea breeze.",1
See the whole town is topsy turvy.,0
"Far gone, was Obed . . .",1
"We talked of change and active pursuits, but still remained at Windsor, incapable of violating the charm that attached us to our secluded life.",2
"In the mad intensity of my devotion, I forgot everything but the presence and the majestic loveliness of the vision which confronted my gaze.",0
"It terminated like the former; though something approaching to a ray, we could not tell whence, shed a very doubtful twilight in the space.",2
"But in this mortal life extremes are always matched; the thorn grows with the rose, the poison tree and the cinnamon mingle their boughs.",2
She had not returned my letter unopened.,0
By reaching to the distance of two feet and a half we now suppose the shutter open to its whole extent a robber might have taken a firm grasp upon the trellis work.,0
"His head was stuck full of sable hearse plumes, which he nodded to and fro with a jaunty and knowing air; and, in his right hand, he held a huge human thigh bone, with which he appeared to have been just knocking down some member of the company for a song.",0
"In his left hand was a gold snuff box, from which, as he capered down the hill, cutting all manner of fantastic steps, he took snuff incessantly with an air of the greatest possible self satisfaction.",0
"""Glad ye was nigh the haouse en' hed the sense ta come right in.",1
"What had been hardly won, was now, entirely possessed, doubly dear.",2
"My head grovelled in the ashes of an extinguished fire, while my feet reposed upon the wreck of a small table, overthrown, and amid the fragments of a miscellaneous dessert, intermingled with a newspaper, some broken glass and shattered bottles, and an empty jug of the Schiedam Kirschenwasser.",0
"There is something terribly appalling in our situation, yet my courage and hopes do not desert me.",2
"I took a circuitous path, principally for the sake of going to the top of the mount before mentioned, which commanded a view of the city.",2
"With this, she took my arm, and I attended her home.",0
"An hour later darkness found him in the open fields beyond Hangman's Brook, with the glimmering spring stars shining ahead.",1
It is hard for one so young who was once so happy as I was; sic voluntarily to divest themselves of all sensation and to go alone to the dreary grave; I dare not.,2
"When reason returned, she would remonstrate and endeavour to inspire me with resignation.",2
"Listen to me, Frankenstein.",2
"No one remains to lay flowers before the granite portal, and few care to brave the depressing shadows which seem to linger strangely about the water worn stones.",1
"There was no attention paid to that great point, the ""fitness of things.""",0
"There were, then, no secret issues.",0
"The town was getting more and more on my nerves, and I looked behind me furtively as I picked my way back over the tottering Water Street bridge.",1
I adopted another plan.,2
The Prefect was fond of the cant of diplomacy.,0
This short seperation from his companions gave him courage to assert his independance.,2
"A single lightning bolt shot from the purple zenith to the altar stone, and a great tidal wave of viewless force and indescribable stench swept down from the hill to all the countryside.",1
"Thus untaught in refined philosophy, and pursued by a restless feeling of degradation from my true station in society, I wandered among the hills of civilized England as uncouth a savage as the wolf bred founder of old Rome.",2
Alas I must for ever conceal the wretchedness that consumes me.,2
Then a rushing revival of soul and a successful effort to move.,0
"The only propelling force it ever exhibited, was the mere impetus acquired from the descent of the inclined plane; and this impetus carried the machine farther when the vanes were at rest, than when they were in motion a fact which sufficiently demonstrates their inutility; and in the absence of the propelling, which was also the sustaining power, the whole fabric would necessarily descend.",0
"""It is this,"" I answered, producing a trowel from beneath the folds of my roquelaire.",0
"I told him that I could, and translated for his benefit a paragraph near the beginning.",1
"Look here, do you know the whole North End once had a set of tunnels that kept certain people in touch with each other's houses, and the burying ground, and the sea?",1
"Warning me that many of the street signs were down, the youth drew for my benefit a rough but ample and painstaking sketch map of the town's salient features.",1
There was no discoloration in the cellular tissue.,0
"As I surveyed this quaint apartment, I felt an increase in that aversion first excited by the bleak exterior of the house.",1
"You, my creator, abhor me; what hope can I gather from your fellow creatures, who owe me nothing?",2
"Let it not be supposed, from what I have just said, that I am detailing any mystery, or penning any romance.",0
"And thereafter the ocean told me its secrets no more; and though many times since has the moon shone full and high in the heavens, the White Ship from the South came never again.",1
"Yet the force of the elements was such as to overcome my scruples, and I did not hesitate to wheel my machine up the weedy rise to the closed door which seemed at once so suggestive and secretive.",1
Our friend resolved however not to be foiled in his wish.,2
"I expressed a wish to visit England, but concealing the true reasons of this request, I clothed my desires under a guise which excited no suspicion, while I urged my desire with an earnestness that easily induced my father to comply.",2
Raymond had been exalted by the determination he had made; but with the declining day his spirits declined.,2
"Here I hold communion only with the has been, and to come.",2
"Had but little difficulty in getting it open, on account of its being a double or folding gate, and bolted neither at bottom not top.",0
"We have it upon good authority, that Mr. Fatquack received no less than sixty two cents and a half for his late Domestic Nouvelette, the 'Dish Clout.' ""The contributors to the number before us are Mr. Crab, the eminent editor, Snob, Mumblethumb, Fatquack, and others; but, after the inimitable compositions of the editor himself, we prefer a diamond like effusion from the pen of a rising poet who writes over the signature 'Snob' a nom de guerre which we predict will one day extinguish the radiance of 'Boz.' 'Snob,' we learn, is a Mr. Thingum Bob, Esq., sole heir of a wealthy merchant of this city, Thomas Bob, Esq., and a near relative of the distinguished Mr. Thingum.",0
"It was his strong point his virtue; and it would have required all the logic of a Brownson to convince him that it was 'anything else.' I have shown that Touch and go Bullet head was a wise man; and the only occasion on which he did not prove infallible, was when, abandoning that legitimate home for all wise men, the East, he migrated to the city of Alexander the Great o nopolis, or some place of a similar title, out West.",0
"The pallor of his countenance had assumed, if possible, a more ghastly hue but the luminousness of his eye had utterly gone out.",0
This continued for perhaps a minute.,0
"I perceived that my chances were very slender, and was fully prepared for any calamity.",1
"We feared that the cold weather would come on and halt our explorations, for all agreed that the daemon was generally quiet in winter.",1
"It was designed to open in my direction, hence I saw after drawing the bolt and finding other fastenings in place it was not a favourable one for forcing.",1
"I did; but the fragile spirit clung to its tenement of clay for many days, for many weeks and irksome months, until my tortured nerves obtained the mastery over my mind, and I grew furious through delay, and, with the heart of a fiend, cursed the days and the hours and the bitter moments, which seemed to lengthen and lengthen as her gentle life declined, like shadows in the dying of the day.",0
"But to the chamber which lies most westwardly of the seven, there are now none of the maskers who venture; for the night is waning away; and there flows a ruddier light through the blood colored panes; and the blackness of the sable drapery appals; and to him whose foot falls upon the sable carpet, there comes from the near clock of ebony a muffled peal more solemnly emphatic than any which reaches their ears who indulge in the more remote gaieties of the other apartments.",0
"Sawyer, as clumsy as most non users of optical devices are, fumbled a while; but eventually focussed the lenses with Armitage's aid.",1
I replied to the yells of him who clamored.,0
"At length the idea is entertained of uniting the force of a great number of the birds, with a view to raising the author himself.",0
"All was serene, burning, annihilating.",2
"Winter passed away; and spring, led by the months, awakened life in all nature.",2
"Half unconscious, I opened the grating and staggered out upon the white gravel path that stretched away in two directions.",1
I rambled away from them.,2
"South of the village one may still spy the cellar walls and chimney of the ancient Bishop house, which was built before ; whilst the ruins of the mill at the falls, built in , form the most modern piece of architecture to be seen.",1
"He quickly arranged with the Turk that if the latter should find a favourable opportunity for escape before Felix could return to Italy, Safie should remain as a boarder at a convent at Leghorn; and then, quitting the lovely Arabian, he hastened to Paris and delivered himself up to the vengeance of the law, hoping to free De Lacey and Agatha by this proceeding.",2
"""What do we know,"" he had said, ""of the world and the universe about us?",1
Such invitations became less cordial less frequent in time they ceased altogether.,0
"I still lay quietly, and made effort to exercise my reason.",0
"They formed a complex and magnificent toy, richly chased and filigreed, and gleaming with jewels, which, even in the deficient light, I could not help perceiving were of high value.",0
"Our evening march, more calm, was yet more delightful than the morning restlessness of spirit.",2
"That consideration made me breathless with anguish, and impressing itself on my imagination I was unable for a time to follow up any train of ideas.",2
"She was delighted to see us; caressed our children, praised their growth and improvement; Clara also was pleased to meet again her young friend Alfred; all kinds of childish games were entered into, in which Perdita joined.",2
"In the confusion attending my fall, I did not immediately apprehend a somewhat startling circumstance, which yet, in a few seconds afterward, and while I still lay prostrate, arrested my attention.",0
"After his motion had been seconded, Lord Raymond rose, his countenance bland, his voice softly melodious, his manner soothing, his grace and sweetness came like the mild breathing of a flute, after the loud, organ like voice of his adversary.",2
"Those haunting notes I had remembered, and had often hummed and whistled inaccurately to myself; so when the player at length laid down his bow I asked him if he would render some of them.",1
These people blinded themselves by details.,0
"Without was the ""Red Death.""",0
"Moreover, my dungeon, as well as all the condemned cells at Toledo, had stone floors, and light was not altogether excluded.",0
"Disliking the dinginess of the single restaurant I had seen, I bought a fair supply of cheese crackers and ginger wafers to serve as a lunch later on.",1
"It was agreed that, immediately after our union, we should proceed to Villa Lavenza and spend our first days of happiness beside the beautiful lake near which it stood.",2
"In the chaos of sliding, shifting earth I clawed and floundered helplessly till the rain on my head steadied me and I saw that I had come to the surface in a familiar spot; a steep unforested place on the southwest slope of the mountain.",1
"Conscious of having deserved punishment, it seemed desirous of concealing its bloody deeds, and skipped about the chamber in an agony of nervous agitation; throwing down and breaking the furniture as it moved, and dragging the bed from the bedstead.",0
England was still secure.,2
"Wanderers in that happy valley Through two luminous windows saw Spirits moving musically To a lute's well tunéd law, Round about a throne, where sitting Porphyrogene In state his glory well befitting, The ruler of the realm was seen.",0
There was a vibration as if the wood had fallen farther than it had fallen before.,1
"But, as I was saying, we soon began to feel the effects of liberty and long speeches, and radicalism, and all that sort of thing.",0
"Besides, in drawing the picture of my early days, I also record those events which led, by insensible steps, to my after tale of misery, for when I would account to myself for the birth of that passion which afterwards ruled my destiny I find it arise, like a mountain river, from ignoble and almost forgotten sources; but, swelling as it proceeded, it became the torrent which, in its course, has swept away all my hopes and joys.",2
"Saw him sitting in a side box, in the second tier, between a fat lady and a lean one.",0
"She threw open her window, which looked on the palace garden.",2
"Raymond, stopping mid way in his wild career, paused suddenly to think of consequences.",2
"Recourse was had to figures, and these but sufficed to confound.",0
The lower portion of the other is hidden from view by the head of the unwieldy bedstead which is thrust close up against it.,0
"He had her then removed to a more commodious dwelling, and hovered about her, again and again to assure himself that she was safe.",2
In no one moment of coming time did I feel as I had done in time gone by.,2
"The youth's febrile mind, apparently, was dwelling on strange things; and the doctor shuddered now and then as he spoke of them.",1
"Some of the sounds came from the south, yet I retained my design of escaping in that direction.",1
I knew that much of my route must be visible from the Rowley road.,1
"Possibly, many suggested, she was the natural daughter of some Marsh of prominence she certainly had the true Marsh eyes.",1
"Oh, that some encouraging voice would answer in the affirmative My courage and my resolution is firm; but my hopes fluctuate, and my spirits are often depressed.",2
It must not be fancied that Inspector Legrasse had the least interest in archaeology.,1
So matters went till that night when Williams brought home the infamous Necronomicon of the mad Arab Abdul Alhazred.,1
"Not so Idris; her first glance was for her brother; she took his hand, she kissed his eye lids, and hung over him with looks of compassion and love.",2
"I put my hand before my eyes, and cried out in agony, ""Oh Take him away I cannot see him; for God's sake, do not let him enter"" Mr. Kirwin regarded me with a troubled countenance.",2
"""After a thorough investigation of every portion of the house, without farther discovery, the party made its way into a small paved yard in the rear of the building, where lay the corpse of the old lady, with her throat so entirely cut that, upon an attempt to raise her, the head fell off.",0
"Even Adrian was obliged in part to yield, that he might be able, if not to guide, at least to set bounds to the license of the times.",2
"Perhaps it was at first only the manifest reluctance of my old preceptor to discuss with me my paternal ancestry that gave rise to the terror which I ever felt at the mention of my great house; yet as I grew out of childhood, I was able to piece together disconnected fragments of discourse, let slip from the unwilling tongue which had begun to falter in approaching senility, that had a sort of relation to a certain circumstance which I had always deemed strange, but which now became dimly terrible.",1
I saw a change in her also.,2
"In cloud ships the gods are wont to travel, and wise cotters have legends that keep them from certain high peaks at night when it is cloudy, for the gods are not lenient as of old.",1
But I wander from my relation let woe come at its appointed time; I may at this stage of my story still talk of happiness.,2
After a little while I became possessed with the keenest curiosity about the whirl itself.,0
"And there is no quiet there, nor silence.",0
"The eyelids, transparent and bloodless, offered no complete impediment to vision.",0
"Were the pride of ancestry, the patrician spirit, the gentle courtesies and refined pursuits, splendid attributes of rank, to be erased among us?",2
Then with utter and horrifying suddenness we heard a frightful sound from below.,1
"The most important portion in fact, the soul of the whole business, is yet to be attended to I allude to the filling up.",0
I had an insistent and unaccountable craving for a sleep whose dreams I should not remember.,1
The style that was the thing.,0
"If I were alone, would he not at times force his abhorred presence on me to remind me of my task or to contemplate its progress?",2
The solitude seemed absolutely virgin.,0
"Besides, although I was evidently approaching the surface below me, it was with a speed by no means commensurate with the velocity I had at first so horribly conceived.",0
"In the centre of Sarnath they lay, covering a great space and encircled by a high wall.",1
"""While I was busied in reflection, my eyes fell upon a narrow ledge in the eastern face of the rock, perhaps a yard below the summit upon which I stood.",0
Yet I could not have been deceived.,0
"Let the cursed and hellish monster drink deep of agony; let him feel the despair that now torments me.""",2
"With five feeble senses we pretend to comprehend the boundlessly complex cosmos, yet other beings with a wider, stronger, or different range of senses might not only see very differently the things we see, but might see and study whole worlds of matter, energy, and life which lie close at hand yet can never be detected with the senses we have.",1
"""Oh, Madame Joyeuse was a fool"" she exclaimed, ""but there was really much sound sense, after all, in the opinion of Eugenie Salsafette.",0
All I can say is that they came from something I had known as a friend.,1
"As soon as I sufficiently recovered my senses to comprehend the terrific predicament in which I stood or rather hung, I exerted all the power of my lungs to make that predicament known to the æronaut overhead.",0
Never conversed with a native of Russia.,0
"I began to study more; to sympathize more in the thoughts of others as expressed in books; to read history, and to lose my individuallity among the crowd that had existed before me.",2
"The birth of her daughter, embryo copy of her Raymond, filled up the measure of her content, and produced a sacred and indissoluble tie between them.",2
There is a belfry man whose sole duty is to attend to it; but this duty is the most perfect of sinecures for the clock of Vondervotteimittis was never yet known to have anything the matter with it.,0
But of the character of his remarks at the periods in question an example will best convey the idea.,0
Evening approached and I beheld the sun set.,2
Darkness fell upon a stricken countryside too passive to organise for real defence.,1
"There is a gush of entrancing melody; there is an oppressive sense of strange sweet odor, there is a dream like intermingling to the eye of tall slender Eastern trees bosky shrubberies flocks of golden and crimson birds lily fringed lakes meadows of violets, tulips, poppies, hyacinths, and tuberoses long intertangled lines of silver streamlets and, upspringing confusedly from amid all, a mass of semi Gothic, semi Saracenic architecture sustaining itself by miracle in mid air, glittering in the red sunlight with a hundred oriels, minarets, and pinnacles; and seeming the phantom handiwork, conjointly, of the Sylphs, of the Fairies, of the Genii and of the Gnomes.",0
"And if added to this there be a repellent unkemptness; a wild disorder of dress, a bushiness of dark hair white at the roots, and an unchecked growth of pure white beard on a face once clean shaven, the cumulative effect is quite shocking.",1
When I think of the extent of all that may be brooding down there I almost wish to kill myself forthwith.,1
"""I will most readily accompany you to his abode,"" said the lady, ""not that I wish that either of us should unburthen ourselves of our debt, which, being no less than your life, must remain unpayable ever.",2
Have I not heard her footstep on the stair?,0
We contradicted no fancies which entered the brains of the mad.,0
We all stood equal sharers of the last throes of time worn nature.,2
I was now conscious of a change.,2
